shipment_id,order_id,carrier_name,tracking_number,shipping_method,shipping_status,shipping_date,estimated_delivery_date,actual_delivery_date,shipping_address_id,shipping_cost,weight_kg
ship_000517,ord_548522,Aramex,TRK135960162,standard,shipped,2026-04-07 13:40:16,2026-04-09 13:40:16,2026-04-09 13:40:16,addr_4107,16.79,18.12
ship_000518,ord_289831,UPS,TRK441707630,economy,delivered,2026-04-05 23:50:30,2026-04-08 23:50:30,2026-04-08 23:50:30,addr_4162,14.8,8.09
ship_000519,ord_695973,FedEx,TRK781721850,standard,returned,2026-04-19 20:31:47,2026-04-21 20:31:47,2026-04-21 20:31:47,addr_1192,29.76,7.84
ship_000520,ord_806027,Aramex,TRK960311031,standard,returned,2026-04-20 21:22:08,2026-04-26 21:22:08,2026-04-26 21:22:08,addr_3529,17.78,7.17
ship_000521,ord_342014,FedEx,TRK417983523,express,shipped,2026-04-24 21:19:22,2026-05-01 21:19:22,,addr_3954,48.45,15.08
ship_000522,ord_606914,Aramex,TRK691925028,standard,shipped,2026-04-10 18:02:57,2026-04-12 18:02:57,2026-04-12 18:02:57,addr_1791,47.84,11.87
ship_000523,ord_789196,Aramex,TRK774875683,overnight,in_transit,2026-04-24 14:08:32,2026-04-27 14:08:32,2026-04-27 14:08:32,addr_2985,8.19,9.15
ship_000524,ord_401295,USPS,TRK940541059,economy,returned,2026-04-09 11:23:54,2026-04-14 11:23:54,2026-04-14 11:23:54,addr_4400,33.08,13.57
ship_000525,ord_866479,FedEx,TRK128486030,overnight,shipped,2026-04-06 01:48:39,2026-04-13 01:48:39,,addr_7313,13.59,13.2
ship_000526,ord_348676,UPS,TRK301477551,express,returned,2026-04-14 17:53:55,2026-04-20 17:53:55,2026-04-20 17:53:55,addr_5543,48.73,3.6
ship_000527,ord_706215,DHL,TRK156204572,standard,delivered,2026-04-22 15:10:14,2026-04-27 15:10:14,,addr_2227,47.7,18.53
ship_000528,ord_885787,UPS,TRK615311525,standard,shipped,2026-04-15 06:38:17,2026-04-21 06:38:17,,addr_1618,17.55,8.07
ship_000529,ord_178070,Aramex,TRK611569848,express,in_transit,2026-04-21 12:30:26,2026-04-26 12:30:26,,addr_2604,17.31,1.2
ship_000530,ord_553919,DHL,TRK176226882,express,delivered,2026-04-24 12:36:11,2026-04-30 12:36:11,,addr_6623,45.05,9.18
ship_000531,ord_872326,Aramex,TRK672045997,economy,in_transit,2026-04-09 11:34:43,2026-04-16 11:34:43,2026-04-16 11:34:43,addr_1820,37.36,16.05
ship_000532,ord_221576,Aramex,TRK495553964,economy,shipped,2026-04-07 05:43:07,2026-04-12 05:43:07,2026-04-12 05:43:07,addr_7250,38.26,6.9
ship_000533,ord_290064,UPS,TRK343626680,economy,pending_pickup,2026-04-21 17:39:06,2026-04-27 17:39:06,,addr_6447,13.39,2.56
ship_000534,ord_410366,UPS,TRK544195321,overnight,in_transit,2026-04-19 22:18:47,2026-04-26 22:18:47,,addr_7898,6.51,2.85
ship_000535,ord_418476,USPS,TRK951757681,standard,shipped,2026-04-17 14:48:20,2026-04-21 14:48:20,2026-04-21 14:48:20,addr_1058,16.65,12.49
ship_000536,ord_492467,FedEx,TRK521443178,overnight,in_transit,2026-04-09 00:04:05,2026-04-11 00:04:05,,addr_6961,37.97,8.28
ship_000537,ord_926869,FedEx,TRK227549759,overnight,delivered,2026-04-12 19:34:47,2026-04-19 19:34:47,2026-04-19 19:34:47,addr_8758,28.71,9.88
ship_000538,ord_954478,UPS,TRK913414988,express,returned,2026-04-15 19:47:40,2026-04-19 19:47:40,2026-04-19 19:47:40,addr_5835,35.05,8.15
ship_000539,ord_897059,Aramex,TRK350093764,overnight,delivered,2026-04-20 07:35:51,2026-04-27 07:35:51,2026-04-27 07:35:51,addr_3280,17.87,12.68
ship_000540,ord_227630,Aramex,TRK844023358,economy,in_transit,2026-04-12 10:50:51,2026-04-14 10:50:51,,addr_3946,8.07,17.22
ship_000541,ord_939612,Aramex,TRK217023545,overnight,returned,2026-04-08 08:03:48,2026-04-13 08:03:48,2026-04-13 08:03:48,addr_9188,29.15,3.59
ship_000542,ord_533363,FedEx,TRK779408326,express,in_transit,2026-04-17 23:37:55,2026-04-21 23:37:55,2026-04-21 23:37:55,addr_2465,7.81,19.02
ship_000543,ord_724470,UPS,TRK875861376,economy,pending_pickup,2026-04-09 06:41:33,2026-04-15 06:41:33,2026-04-15 06:41:33,addr_4133,45.47,1.23
ship_000544,ord_786667,FedEx,TRK785998893,standard,pending_pickup,2026-04-10 20:40:52,2026-04-15 20:40:52,,addr_4511,20.26,4.71
ship_000545,ord_818258,Aramex,TRK643800658,economy,delivered,2026-04-13 22:52:02,2026-04-19 22:52:02,,addr_8099,18.89,15.64
ship_000546,ord_110150,DHL,TRK990807632,overnight,delivered,2026-04-18 14:29:23,2026-04-20 14:29:23,,addr_1429,28.34,18.33
ship_000547,ord_686311,UPS,TRK298068415,standard,pending_pickup,2026-04-11 13:05:29,2026-04-15 13:05:29,2026-04-15 13:05:29,addr_1326,22.4,5.43
ship_000548,ord_160928,USPS,TRK823980801,standard,pending_pickup,2026-04-11 21:10:33,2026-04-15 21:10:33,,addr_6089,37.0,19.35
ship_000549,ord_165095,USPS,TRK458520799,overnight,returned,2026-04-23 00:59:17,2026-04-28 00:59:17,2026-04-28 00:59:17,addr_2957,34.05,4.82
ship_000550,ord_459665,UPS,TRK332944961,standard,pending_pickup,2026-04-06 13:31:40,2026-04-09 13:31:40,,addr_6501,15.19,7.5
ship_000551,ord_366511,FedEx,TRK242613074,standard,returned,2026-04-08 09:50:27,2026-04-13 09:50:27,,addr_3210,20.79,0.97
ship_000552,ord_512270,FedEx,TRK980251972,standard,returned,2026-04-09 22:01:20,2026-04-16 22:01:20,2026-04-16 22:01:20,addr_1089,15.43,11.77
ship_000553,ord_732945,DHL,TRK248159318,overnight,returned,2026-04-21 09:14:32,2026-04-23 09:14:32,2026-04-23 09:14:32,addr_8062,16.43,13.69
ship_000554,ord_533573,DHL,TRK492258761,standard,in_transit,2026-04-09 20:33:46,2026-04-13 20:33:46,2026-04-13 20:33:46,addr_2461,42.08,10.73
ship_000555,ord_689514,USPS,TRK161927088,express,shipped,2026-04-25 02:02:41,2026-05-02 02:02:41,2026-05-02 02:02:41,addr_1595,10.54,2.02
ship_000556,ord_558651,USPS,TRK795657420,economy,pending_pickup,2026-04-10 04:08:09,2026-04-14 04:08:09,2026-04-14 04:08:09,addr_4761,42.09,16.57
ship_000557,ord_948254,Aramex,TRK203961238,overnight,delivered,2026-04-18 04:21:00,2026-04-23 04:21:00,,addr_4801,46.57,5.82
ship_000558,ord_891959,USPS,TRK748109561,standard,delivered,2026-04-20 15:04:36,2026-04-24 15:04:36,2026-04-24 15:04:36,addr_4867,42.85,19.75
ship_000559,ord_748469,DHL,TRK448192592,overnight,shipped,2026-04-23 14:18:52,2026-04-26 14:18:52,2026-04-26 14:18:52,addr_3052,32.1,18.48
ship_000560,ord_426057,UPS,TRK615584382,standard,shipped,2026-04-20 20:14:10,2026-04-26 20:14:10,,addr_4246,19.98,16.99
ship_000561,ord_166962,DHL,TRK696517021,economy,returned,2026-04-10 06:08:30,2026-04-13 06:08:30,,addr_2154,7.69,10.97
ship_000562,ord_855900,FedEx,TRK858059516,standard,returned,2026-04-18 08:45:14,2026-04-25 08:45:14,,addr_8714,29.6,6.34
ship_000563,ord_664455,DHL,TRK948931165,overnight,delivered,2026-04-05 21:45:37,2026-04-08 21:45:37,,addr_3455,46.55,5.5
ship_000564,ord_582992,USPS,TRK858188517,overnight,delivered,2026-04-17 00:43:59,2026-04-24 00:43:59,2026-04-24 00:43:59,addr_7596,36.74,12.45
ship_000565,ord_805805,FedEx,TRK820522279,standard,pending_pickup,2026-04-06 12:41:43,2026-04-10 12:41:43,2026-04-10 12:41:43,addr_9641,38.98,17.26
ship_000566,ord_706196,FedEx,TRK974917597,economy,shipped,2026-04-12 13:41:45,2026-04-15 13:41:45,2026-04-15 13:41:45,addr_7503,43.58,6.37
ship_000567,ord_178242,UPS,TRK577301695,overnight,shipped,2026-04-16 02:56:24,2026-04-23 02:56:24,2026-04-23 02:56:24,addr_5107,5.36,15.61
ship_000568,ord_396864,FedEx,TRK659343565,express,pending_pickup,2026-04-09 13:23:01,2026-04-15 13:23:01,2026-04-15 13:23:01,addr_2107,26.25,12.41
ship_000569,ord_918062,DHL,TRK459283132,standard,returned,2026-04-22 10:55:53,2026-04-24 10:55:53,,addr_1371,10.1,1.28
ship_000570,ord_300247,USPS,TRK921079732,overnight,returned,2026-04-13 11:49:39,2026-04-19 11:49:39,,addr_2466,11.2,10.0
ship_000571,ord_833774,DHL,TRK624463744,economy,in_transit,2026-04-09 00:44:21,2026-04-15 00:44:21,2026-04-15 00:44:21,addr_3881,37.53,8.0
ship_000572,ord_988970,UPS,TRK780304914,economy,pending_pickup,2026-04-17 19:03:29,2026-04-24 19:03:29,2026-04-24 19:03:29,addr_4203,48.82,3.16
ship_000573,ord_820095,DHL,TRK293433444,overnight,returned,2026-04-08 21:57:05,2026-04-10 21:57:05,2026-04-10 21:57:05,addr_1809,42.92,11.61
ship_000574,ord_939286,FedEx,TRK533600885,standard,shipped,2026-04-23 05:59:38,2026-04-26 05:59:38,2026-04-26 05:59:38,addr_2827,26.81,3.41
ship_000575,ord_992437,Aramex,TRK257451676,overnight,returned,2026-04-07 04:14:01,2026-04-10 04:14:01,,addr_9232,20.88,6.92
ship_000576,ord_823211,USPS,TRK854909794,express,returned,2026-04-18 07:57:40,2026-04-20 07:57:40,2026-04-20 07:57:40,addr_4979,31.36,3.48
ship_000577,ord_976091,UPS,TRK500264578,standard,pending_pickup,2026-04-10 14:45:11,2026-04-15 14:45:11,2026-04-15 14:45:11,addr_3427,42.33,14.82
ship_000578,ord_164345,Aramex,TRK810970621,express,delivered,2026-04-09 19:53:51,2026-04-16 19:53:51,2026-04-16 19:53:51,addr_5198,22.09,18.26
ship_000579,ord_315159,DHL,TRK106130421,economy,in_transit,2026-04-18 18:00:15,2026-04-21 18:00:15,2026-04-21 18:00:15,addr_1502,29.9,9.56
ship_000580,ord_491068,UPS,TRK939104472,standard,pending_pickup,2026-04-10 20:20:40,2026-04-16 20:20:40,,addr_5433,45.62,8.84
ship_000581,ord_815092,FedEx,TRK920277356,economy,delivered,2026-04-16 14:53:45,2026-04-18 14:53:45,2026-04-18 14:53:45,addr_1135,40.75,8.17
ship_000582,ord_959386,DHL,TRK467409012,standard,delivered,2026-04-18 17:37:00,2026-04-25 17:37:00,2026-04-25 17:37:00,addr_6668,24.44,19.26
ship_000583,ord_693893,FedEx,TRK431654501,overnight,pending_pickup,2026-04-08 06:14:26,2026-04-15 06:14:26,2026-04-15 06:14:26,addr_4527,21.78,6.89
ship_000584,ord_587768,UPS,TRK836704667,overnight,shipped,2026-04-14 08:48:26,2026-04-18 08:48:26,2026-04-18 08:48:26,addr_9679,11.96,17.87
ship_000585,ord_280500,USPS,TRK500188193,overnight,returned,2026-04-13 00:27:26,2026-04-19 00:27:26,2026-04-19 00:27:26,addr_7415,17.49,4.02
ship_000586,ord_584353,DHL,TRK931223474,express,returned,2026-04-21 03:00:04,2026-04-23 03:00:04,2026-04-23 03:00:04,addr_1011,25.04,6.18
ship_000587,ord_729377,FedEx,TRK806442352,overnight,shipped,2026-04-18 07:57:16,2026-04-24 07:57:16,2026-04-24 07:57:16,addr_5068,38.11,17.93
ship_000588,ord_422680,UPS,TRK680700721,standard,in_transit,2026-04-06 03:26:09,2026-04-10 03:26:09,2026-04-10 03:26:09,addr_7808,36.17,3.89
ship_000589,ord_880448,FedEx,TRK491886058,standard,delivered,2026-04-23 12:41:55,2026-04-26 12:41:55,2026-04-26 12:41:55,addr_1948,35.48,0.52
ship_000590,ord_858036,Aramex,TRK605824863,overnight,shipped,2026-04-13 05:10:48,2026-04-19 05:10:48,2026-04-19 05:10:48,addr_5192,25.11,19.06
ship_000591,ord_329149,FedEx,TRK234097675,economy,shipped,2026-04-09 22:47:36,2026-04-14 22:47:36,,addr_8436,44.55,1.77
ship_000592,ord_769039,UPS,TRK515317083,economy,shipped,2026-04-10 17:13:39,2026-04-13 17:13:39,,addr_4468,16.46,11.05
ship_000593,ord_473735,FedEx,TRK514414325,economy,pending_pickup,2026-04-12 06:45:07,2026-04-16 06:45:07,2026-04-16 06:45:07,addr_4543,22.98,6.59
ship_000594,ord_112838,FedEx,TRK815407294,overnight,delivered,2026-04-11 00:36:10,2026-04-13 00:36:10,2026-04-13 00:36:10,addr_4767,38.98,13.52
ship_000595,ord_308739,FedEx,TRK323288069,overnight,shipped,2026-04-12 19:14:52,2026-04-17 19:14:52,,addr_1534,26.35,12.45
ship_000596,ord_405405,FedEx,TRK964891209,economy,delivered,2026-04-14 04:39:25,2026-04-18 04:39:25,2026-04-18 04:39:25,addr_7167,5.06,1.44
ship_000597,ord_145866,FedEx,TRK386486967,overnight,in_transit,2026-04-15 19:15:54,2026-04-19 19:15:54,,addr_3865,12.83,5.76
ship_000598,ord_356175,USPS,TRK595000032,standard,shipped,2026-04-12 06:59:05,2026-04-14 06:59:05,2026-04-14 06:59:05,addr_1739,17.79,1.51
ship_000599,ord_438308,UPS,TRK571312915,economy,returned,2026-04-09 21:04:42,2026-04-14 21:04:42,2026-04-14 21:04:42,addr_4873,27.64,8.07
ship_000600,ord_135264,Aramex,TRK794577419,standard,returned,2026-04-15 01:09:24,2026-04-21 01:09:24,2026-04-21 01:09:24,addr_8964,41.54,11.42
ship_000601,ord_783019,UPS,TRK500026455,overnight,shipped,2026-04-16 13:13:59,2026-04-20 13:13:59,2026-04-20 13:13:59,addr_7752,31.23,11.7
ship_000602,ord_377783,Aramex,TRK585423293,overnight,returned,2026-04-08 19:50:32,2026-04-14 19:50:32,2026-04-14 19:50:32,addr_9442,26.76,3.06
ship_000603,ord_376460,USPS,TRK830195796,express,delivered,2026-04-24 21:29:17,2026-04-29 21:29:17,2026-04-29 21:29:17,addr_2295,28.23,12.0
ship_000604,ord_130448,UPS,TRK774083648,standard,shipped,2026-04-10 18:08:05,2026-04-12 18:08:05,2026-04-12 18:08:05,addr_3317,43.92,0.71
ship_000605,ord_599724,Aramex,TRK226729301,express,delivered,2026-04-21 18:00:25,2026-04-25 18:00:25,,addr_3156,34.22,5.75
ship_000606,ord_447075,DHL,TRK393313117,overnight,returned,2026-04-16 07:33:20,2026-04-22 07:33:20,2026-04-22 07:33:20,addr_1715,23.17,12.31
ship_000607,ord_304659,FedEx,TRK897621722,overnight,pending_pickup,2026-04-23 20:58:43,2026-04-28 20:58:43,,addr_2929,43.64,10.21
ship_000608,ord_790162,Aramex,TRK729355864,express,pending_pickup,2026-04-22 23:15:26,2026-04-27 23:15:26,,addr_7613,25.46,3.41
ship_000609,ord_759017,UPS,TRK605838584,express,delivered,2026-04-08 05:36:40,2026-04-13 05:36:40,2026-04-13 05:36:40,addr_4646,8.03,8.17
ship_000610,ord_456998,UPS,TRK651223495,express,shipped,2026-04-17 22:01:41,2026-04-20 22:01:41,2026-04-20 22:01:41,addr_1016,32.14,5.28
ship_000611,ord_272604,DHL,TRK396306596,express,returned,2026-04-14 09:40:03,2026-04-21 09:40:03,,addr_8879,34.25,11.28
ship_000612,ord_709707,USPS,TRK147854846,express,returned,2026-04-08 14:27:17,2026-04-14 14:27:17,2026-04-14 14:27:17,addr_5719,10.97,0.63
ship_000613,ord_693719,FedEx,TRK330984900,economy,pending_pickup,2026-04-18 08:10:32,2026-04-21 08:10:32,2026-04-21 08:10:32,addr_6613,43.97,12.96
ship_000614,ord_638127,UPS,TRK660274018,standard,returned,2026-04-25 06:45:41,2026-05-02 06:45:41,,addr_9759,26.46,17.05
ship_000615,ord_746977,UPS,TRK581858487,overnight,returned,2026-04-17 07:55:31,2026-04-23 07:55:31,2026-04-23 07:55:31,addr_1967,21.27,10.73
ship_000616,ord_660178,USPS,TRK479000393,overnight,returned,2026-04-14 02:28:45,2026-04-21 02:28:45,2026-04-21 02:28:45,addr_1161,35.41,9.16
ship_000617,ord_214268,Aramex,TRK858878738,standard,delivered,2026-04-09 05:45:04,2026-04-12 05:45:04,2026-04-12 05:45:04,addr_4320,8.88,13.85
ship_000618,ord_252490,Aramex,TRK138790554,express,returned,2026-04-06 14:23:36,2026-04-11 14:23:36,2026-04-11 14:23:36,addr_4177,43.11,8.69
ship_000619,ord_315372,UPS,TRK503813507,economy,returned,2026-04-19 15:55:03,2026-04-21 15:55:03,,addr_4328,12.48,16.45
ship_000620,ord_502134,Aramex,TRK675286165,overnight,delivered,2026-04-14 19:08:51,2026-04-17 19:08:51,2026-04-17 19:08:51,addr_3630,22.31,18.21
ship_000621,ord_202698,Aramex,TRK604319436,standard,pending_pickup,2026-04-08 23:14:28,2026-04-11 23:14:28,2026-04-11 23:14:28,addr_3927,16.07,14.46
ship_000622,ord_477038,FedEx,TRK368633958,overnight,in_transit,2026-04-10 02:03:18,2026-04-17 02:03:18,2026-04-17 02:03:18,addr_1151,7.1,4.23
ship_000623,ord_639644,USPS,TRK160086408,overnight,returned,2026-04-20 12:10:53,2026-04-27 12:10:53,,addr_8176,8.87,7.53
ship_000624,ord_680688,USPS,TRK251796730,overnight,pending_pickup,2026-04-15 09:12:37,2026-04-17 09:12:37,,addr_4447,39.49,3.3
ship_000625,ord_123484,Aramex,TRK956571124,express,delivered,2026-04-22 18:51:38,2026-04-24 18:51:38,2026-04-24 18:51:38,addr_6480,19.32,17.89
ship_000626,ord_101204,USPS,TRK866997254,express,shipped,2026-04-21 18:13:29,2026-04-27 18:13:29,2026-04-27 18:13:29,addr_1119,28.11,2.22
ship_000627,ord_421285,FedEx,TRK862336017,overnight,in_transit,2026-04-08 15:12:12,2026-04-10 15:12:12,,addr_5819,14.11,17.42
ship_000628,ord_480691,DHL,TRK669948529,economy,returned,2026-04-11 18:27:57,2026-04-13 18:27:57,2026-04-13 18:27:57,addr_4545,18.18,15.49
ship_000629,ord_568464,USPS,TRK378533123,standard,shipped,2026-04-13 14:48:17,2026-04-18 14:48:17,,addr_9280,33.45,2.75
ship_000630,ord_102072,USPS,TRK320404789,overnight,delivered,2026-04-23 04:41:46,2026-04-28 04:41:46,,addr_3416,43.51,3.94
ship_000631,ord_173627,Aramex,TRK241292615,economy,returned,2026-04-20 12:40:37,2026-04-26 12:40:37,2026-04-26 12:40:37,addr_5210,35.16,9.29
ship_000632,ord_356247,USPS,TRK988900857,standard,delivered,2026-04-20 22:50:28,2026-04-23 22:50:28,2026-04-23 22:50:28,addr_2999,13.25,13.05
ship_000633,ord_860741,Aramex,TRK168873794,express,returned,2026-04-05 17:51:41,2026-04-08 17:51:41,2026-04-08 17:51:41,addr_4508,6.71,16.33
ship_000634,ord_904078,DHL,TRK583930960,overnight,delivered,2026-04-11 15:27:57,2026-04-13 15:27:57,,addr_7274,37.95,18.41
ship_000635,ord_924445,Aramex,TRK413398867,economy,delivered,2026-04-07 18:18:59,2026-04-12 18:18:59,,addr_5725,49.79,18.94
ship_000636,ord_212626,Aramex,TRK171102852,express,returned,2026-04-11 02:42:40,2026-04-16 02:42:40,,addr_1909,44.9,17.61
ship_000637,ord_312873,UPS,TRK378872117,standard,shipped,2026-04-06 23:35:14,2026-04-12 23:35:14,2026-04-12 23:35:14,addr_5773,18.09,19.58
ship_000638,ord_490074,USPS,TRK890147871,express,delivered,2026-04-18 03:40:47,2026-04-23 03:40:47,2026-04-23 03:40:47,addr_5778,13.02,6.5
ship_000639,ord_568800,FedEx,TRK760184698,economy,in_transit,2026-04-11 11:59:01,2026-04-14 11:59:01,2026-04-14 11:59:01,addr_9791,30.02,2.53
ship_000640,ord_845906,DHL,TRK904941832,overnight,pending_pickup,2026-04-06 08:44:49,2026-04-09 08:44:49,2026-04-09 08:44:49,addr_6966,36.39,3.14
ship_000641,ord_576728,Aramex,TRK986714488,express,pending_pickup,2026-04-20 23:03:23,2026-04-22 23:03:23,,addr_2145,29.53,13.96
ship_000642,ord_559274,USPS,TRK652831134,economy,pending_pickup,2026-04-12 22:05:13,2026-04-14 22:05:13,2026-04-14 22:05:13,addr_4253,16.05,4.12
ship_000643,ord_771875,USPS,TRK335396233,economy,returned,2026-04-08 01:43:03,2026-04-13 01:43:03,2026-04-13 01:43:03,addr_2476,11.37,3.8
ship_000644,ord_471527,UPS,TRK435433548,economy,in_transit,2026-04-10 08:36:01,2026-04-12 08:36:01,,addr_5895,38.81,3.58
ship_000645,ord_159189,USPS,TRK114681377,standard,shipped,2026-04-17 10:00:07,2026-04-23 10:00:07,,addr_7172,18.73,12.16
ship_000646,ord_422025,USPS,TRK974535213,express,delivered,2026-04-18 05:37:24,2026-04-25 05:37:24,2026-04-25 05:37:24,addr_6797,35.71,14.09
ship_000647,ord_357513,FedEx,TRK439246217,economy,delivered,2026-04-19 21:23:37,2026-04-25 21:23:37,2026-04-25 21:23:37,addr_1923,33.3,11.14
ship_000648,ord_507207,DHL,TRK800244065,express,shipped,2026-04-19 22:57:20,2026-04-22 22:57:20,2026-04-22 22:57:20,addr_7387,13.33,7.8
ship_000649,ord_889981,FedEx,TRK132612586,overnight,delivered,2026-04-10 17:41:02,2026-04-15 17:41:02,,addr_5048,47.83,1.38
ship_000650,ord_474740,USPS,TRK821895110,express,pending_pickup,2026-04-16 18:43:18,2026-04-19 18:43:18,2026-04-19 18:43:18,addr_1576,29.93,6.39
ship_000651,ord_738346,DHL,TRK564967207,overnight,pending_pickup,2026-04-06 07:22:23,2026-04-08 07:22:23,2026-04-08 07:22:23,addr_7649,13.15,11.9
ship_000652,ord_181941,Aramex,TRK392504452,overnight,pending_pickup,2026-04-06 11:25:30,2026-04-09 11:25:30,2026-04-09 11:25:30,addr_3097,24.24,6.37
ship_000653,ord_517480,FedEx,TRK320214458,overnight,delivered,2026-04-06 06:32:42,2026-04-09 06:32:42,2026-04-09 06:32:42,addr_7748,7.77,1.33
ship_000654,ord_162689,DHL,TRK976593719,overnight,shipped,2026-04-16 07:49:35,2026-04-18 07:49:35,2026-04-18 07:49:35,addr_3063,9.64,7.28
ship_000655,ord_411913,USPS,TRK544342668,economy,in_transit,2026-04-11 13:27:05,2026-04-15 13:27:05,2026-04-15 13:27:05,addr_8868,27.95,7.38
ship_000656,ord_418226,DHL,TRK928525795,overnight,delivered,2026-04-10 08:16:46,2026-04-17 08:16:46,2026-04-17 08:16:46,addr_2470,37.39,10.9
ship_000657,ord_790427,DHL,TRK316396352,standard,in_transit,2026-04-14 17:20:15,2026-04-20 17:20:15,,addr_6694,18.44,15.76
ship_000658,ord_861307,Aramex,TRK631670336,economy,delivered,2026-04-12 14:38:11,2026-04-18 14:38:11,,addr_8944,33.69,12.19
ship_000659,ord_257697,FedEx,TRK178524148,standard,pending_pickup,2026-04-09 13:42:35,2026-04-13 13:42:35,2026-04-13 13:42:35,addr_8634,36.81,14.43
ship_000660,ord_724443,Aramex,TRK667199907,express,shipped,2026-04-18 03:30:27,2026-04-21 03:30:27,2026-04-21 03:30:27,addr_7993,15.8,1.58
ship_000661,ord_464984,DHL,TRK721149967,economy,delivered,2026-04-18 19:06:23,2026-04-23 19:06:23,2026-04-23 19:06:23,addr_9511,20.07,13.44
ship_000662,ord_855305,Aramex,TRK982523983,economy,pending_pickup,2026-04-17 20:28:27,2026-04-21 20:28:27,2026-04-21 20:28:27,addr_3959,37.0,16.73
ship_000663,ord_740587,USPS,TRK466040311,economy,pending_pickup,2026-04-17 13:49:59,2026-04-22 13:49:59,2026-04-22 13:49:59,addr_8435,6.05,1.45
ship_000664,ord_440708,FedEx,TRK673805133,standard,in_transit,2026-04-06 16:24:46,2026-04-12 16:24:46,,addr_2453,31.87,8.9
ship_000665,ord_102341,Aramex,TRK309680938,express,in_transit,2026-04-13 17:00:45,2026-04-17 17:00:45,,addr_1296,38.81,4.36
ship_000666,ord_580936,DHL,TRK736731673,standard,in_transit,2026-04-18 21:11:16,2026-04-20 21:11:16,2026-04-20 21:11:16,addr_6503,30.29,4.64
ship_000667,ord_726628,DHL,TRK872435714,express,delivered,2026-04-22 14:58:53,2026-04-25 14:58:53,,addr_3257,8.72,9.19
ship_000668,ord_966963,USPS,TRK135877101,express,returned,2026-04-10 20:00:04,2026-04-16 20:00:04,2026-04-16 20:00:04,addr_4726,10.28,18.78
ship_000669,ord_290931,UPS,TRK573485141,standard,shipped,2026-04-22 05:21:26,2026-04-28 05:21:26,2026-04-28 05:21:26,addr_1891,21.5,1.4
ship_000670,ord_709418,UPS,TRK181787698,express,pending_pickup,2026-04-21 18:04:15,2026-04-24 18:04:15,2026-04-24 18:04:15,addr_8902,23.5,9.72
ship_000671,ord_238168,USPS,TRK607708515,economy,returned,2026-04-10 14:44:33,2026-04-14 14:44:33,2026-04-14 14:44:33,addr_7876,20.2,15.19
ship_000672,ord_620836,USPS,TRK377870665,economy,in_transit,2026-04-06 08:49:14,2026-04-12 08:49:14,2026-04-12 08:49:14,addr_2625,18.16,15.35
ship_000673,ord_563624,FedEx,TRK840215070,overnight,returned,2026-04-09 14:58:16,2026-04-15 14:58:16,,addr_1418,34.8,11.89
ship_000674,ord_458241,Aramex,TRK530713074,economy,returned,2026-04-09 19:59:20,2026-04-13 19:59:20,,addr_9750,24.85,13.92
ship_000675,ord_646944,UPS,TRK580566440,overnight,shipped,2026-04-16 09:06:36,2026-04-23 09:06:36,,addr_6155,36.01,10.13
ship_000676,ord_419563,FedEx,TRK860523236,standard,pending_pickup,2026-04-09 18:02:50,2026-04-12 18:02:50,2026-04-12 18:02:50,addr_9621,30.6,15.12
ship_000677,ord_464049,FedEx,TRK891445967,overnight,returned,2026-04-06 08:59:13,2026-04-08 08:59:13,,addr_4759,19.84,10.7
ship_000678,ord_907489,DHL,TRK696354619,economy,pending_pickup,2026-04-22 13:34:24,2026-04-29 13:34:24,2026-04-29 13:34:24,addr_3044,29.58,2.06
ship_000679,ord_150980,UPS,TRK419510496,express,in_transit,2026-04-13 04:07:04,2026-04-20 04:07:04,2026-04-20 04:07:04,addr_4797,29.47,17.03
ship_000680,ord_281014,DHL,TRK314681860,overnight,in_transit,2026-04-07 13:54:45,2026-04-12 13:54:45,2026-04-12 13:54:45,addr_7589,15.44,3.61
ship_000681,ord_463282,UPS,TRK639530294,express,returned,2026-04-17 12:34:39,2026-04-20 12:34:39,2026-04-20 12:34:39,addr_3683,15.46,17.27
ship_000682,ord_612773,FedEx,TRK682213068,standard,in_transit,2026-04-19 16:04:40,2026-04-25 16:04:40,2026-04-25 16:04:40,addr_1261,35.01,8.72
ship_000683,ord_315768,UPS,TRK267053754,economy,in_transit,2026-04-20 09:19:14,2026-04-27 09:19:14,2026-04-27 09:19:14,addr_2304,35.28,0.53
ship_000684,ord_557102,UPS,TRK218673283,express,shipped,2026-04-22 15:54:43,2026-04-26 15:54:43,,addr_1610,20.23,9.18
ship_000685,ord_886497,DHL,TRK966429565,express,returned,2026-04-14 21:44:27,2026-04-20 21:44:27,2026-04-20 21:44:27,addr_1844,33.3,5.4
ship_000686,ord_207582,FedEx,TRK450654173,express,in_transit,2026-04-13 15:22:26,2026-04-17 15:22:26,2026-04-17 15:22:26,addr_3374,31.82,7.73
ship_000687,ord_551441,Aramex,TRK993868080,economy,delivered,2026-04-10 07:11:17,2026-04-17 07:11:17,2026-04-17 07:11:17,addr_4590,47.29,5.3
ship_000688,ord_128098,FedEx,TRK693733320,express,in_transit,2026-04-07 14:03:53,2026-04-14 14:03:53,2026-04-14 14:03:53,addr_6493,17.23,2.22
ship_000689,ord_625870,UPS,TRK979985910,standard,in_transit,2026-04-16 05:42:21,2026-04-23 05:42:21,,addr_2551,44.8,17.94
ship_000690,ord_598180,FedEx,TRK507606554,overnight,pending_pickup,2026-04-12 05:54:50,2026-04-19 05:54:50,,addr_1266,14.67,11.87
